概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
"京成電鉄(9009)の買い予想。 ★GLAD EYE★ さんの売買予想。 目標株価： 1,444円 期間： 長期(数ヶ月～数年) 理由： イベント(増資／合弁・買収／分割等) 個人投資家の意見「買い」に賛成",京成電鉄,2013/02/10,14:31,買い予想,★GLAD EYE★さん,31.66,"1,620.0",+182.37,"1,444",長期(数ヶ月～数年),イベント(増資／合弁・買収／分割等),オリエンタルランドの株主。,"2,639.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\19.html
"京成電鉄(9009)の買い予想。 Newジェントルマン さんの売買予想。 目標株価： 4,050円 期間： 中期(数週間~数ヶ月) 理由： その他 買い予想 中期 目標株価4,050円",京成電鉄,2017/02/26,15:52,買い予想,Newジェントルマンさん,-5.41,"2,642.0",+1.82,"4,050",中期(数週間～数ヶ月),その他,,"2,639.0",04月10日,10:51,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\2.html
"京成電鉄(9009)の買い予想。 HAPIKA さんの売買予想。 目標株価： 1,834円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) さらに上方修正",京成電鉄,2012/11/27,23:29,買い予想,HAPIKAさん,317.31,"1,402.0",+254.95,"1,834",中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,"2,639.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\21.html
"京成電鉄(9009)の売り予想。 ken*aru*126 さんの売買予想。 目標株価： 1,440円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 初予想",京成電鉄,2012/10/29,23:47,売り予想,ken*aru*126さん,-225.76,"1,456.0",-235.33,"1,440",中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,"2,639.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\22.html
"京成電鉄(9009)の買い予想。 まめこ さんの売買予想。 目標株価： 1,400円 期間： 短期(数分~数日) 理由： 業績(会社計画の修正発表を含む) 藤本誠之氏 自信",京成電鉄,2012/10/19,15:02,買い予想,まめこさん,489.69,"1,392.0",+258.82,"1,400",短期(数分～数日),業績(会社計画の修正発表を含む),,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\23.html
"京成電鉄(9009)の買い予想。 アジア さんの売買予想。 目標株価： 1,398円 期間： 中期(数週間~数ヶ月) 理由： その他 株価診断結果「割高」に反対",京成電鉄,2012/10/16,12:46,買い予想,アジアさん,609.13,"1,334.0",+282.44,"1,398",中期(数週間～数ヶ月),その他,"【株価分析結果】2012/10/16 02:51
　割高

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割高と判断され、また相対比較でも割高と判断されます。結果、現在の株価は「割高」と結論付けました。
　但し、この銘柄の株価が「494円」を割ると割安圏内に入ります。
　このように、この銘柄は現在の株価水準において割高と判断されますが、この結果は必ずしも今後の株価の下落を示唆するものではありません。
投資判断においては、売上関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄はPBRの変動幅が最も狭いことから純資産動向が投資判断で重視されている可能性があります。現状、PBRは過去平均値より高い為、過去比較の観点からは割高と判断されます。

【相対比較】
　一方、この銘柄のPSRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に売上動向が比較されている可能性があります。
　結果、現在、この銘柄のPSRは同一業種分類の平均値よりも高い為、相対比較の観点からは割高と判断されます。
","2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\24.html
"京成電鉄(9009)の売り予想。 ぽっぽ♪ さんの売買予想。 目標株価： 1,260円 期間： 短期(数分~数日) 理由： チャート 売り",京成電鉄,2012/06/26,23:57,売り予想,ぽっぽ♪さん,-300.48,"1,270.0",-311.45,"1,260",短期(数分～数日),チャート,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\25.html
"京成電鉄(9009)の買い予想。 yoc1234 さんの売買予想。 目標株価： 1,926円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「割高」に反対",京成電鉄,2012/03/15,21:12,買い予想,yoc1234さん,458.15,"1,280.0",+306.35,"1,926",中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),"【株価分析結果】2012/03/15 02:13
　割高

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割高と判断され、また相対比較で割安と判断されます。しかし、過去比較の方が連動性が高いことから、現在の株価は「割高」と結論付けました。
　但し、この銘柄の株価が「524円」を割ると割安圏内に入ります。
　このように、この銘柄は現在の株価水準において割高と判断されますが、この結果は必ずしも今後の株価の下落を示唆するものではありません。
投資判断においては、売上関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄はPSRの変動幅が最も狭いことから売上動向が投資判断で重視されている可能性があります。現状、PSRは過去平均値より高い為、過去比較の観点からは割高と判断されます。

【相対比較】
　一方、この銘柄のPERは日本株全体銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では日本株全体を対象に利益動向が比較されている可能性があります。また、この銘柄は相対比較において割引評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。

","2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\26.html
"京成電鉄(9009)の買い予想。 saburouta さんの売買予想。 目標株価： 3,678円 期間： 長期(数ヶ月～数年) 理由： チャート 買いへ",京成電鉄,2012/03/02,00:41,買い予想,saburoutaさん,330.19,"1,236.0",+327.38,"3,678",長期(数ヶ月～数年),チャート,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\27.html
"京成電鉄(9009)の買い予想。 【ランキング１位】神様【５冠王】 さんの売買予想。 目標株価： 1,186円 期間： 長期(数ヶ月～数年) 理由： その他 個人投資家の意見「売り」に反対",京成電鉄,2012/02/04,04:54,買い予想,【ランキング１位】神様【５冠王】さん,591.12,"1,158.0",+368.58,"1,186",長期(数ヶ月～数年),その他,,"2,637.0",04月10日,10:52,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9009-京成電鉄/2017-04-10-10-51-21/comment\28.html
