概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 かずま。 さんの売買予想。 目標株価： 408円 期間： 中期(数週間~数ヶ月) 理由： チャート 個人投資家の意見「売り」に反対,ジーエス・ユアサコーポレーション,2013/01/24,23:08,買い予想,かずま。さん,251.96,316.0,+161.07,408,中期(数週間～数ヶ月),チャート,,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\159.html
ジーエス・ユアサ コーポレーション(6674)の売り予想。 javami さんの売買予想。 目標株価： 402円 期間： 中期(数週間~数ヶ月) 理由： みんかぶポートフォリオ みんかぶポートフォリオから売りと予想,ジーエス・ユアサコーポレーション,2016/01/18,08:12,売り予想,javamiさん,-113.53,402.0,-67.19,401,中期(数週間～数ヶ月),みんかぶポートフォリオ,,496.0,04月09日,16:08,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\16.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 ＹＵＤＡＩ さんの売買予想。 目標株価： 327円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 個人投資家の意見「売り」に反対,ジーエス・ユアサコーポレーション,2013/01/23,18:55,買い予想,ＹＵＤＡＩさん,202.67,319.0,+156.88,327,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\160.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 brc さんの売買予想。 目標株価： 409円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「割安」に賛成,ジーエス・ユアサコーポレーション,2013/01/20,17:28,買い予想,brcさん,232.98,322.0,+152.77,409,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),"【株価分析結果】2013/01/19 02:08
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「446円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。
",496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\161.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 kkkooo さんの売買予想。 目標株価： 400円 期間： 中期(数週間~数ヶ月) 理由： チャート GSユアサ 300円前後は買い,ジーエス・ユアサコーポレーション,2013/01/20,13:20,買い予想,kkkoooさん,-17.96,322.0,+152.77,400,中期(数週間～数ヶ月),チャート,昨年300円前後以下がボトムになって　今回７８７事故で売られて297円まで下げ　ボトムレンジに入っていると思っています。配当も２％超えている為　300円前後にはリスクは少なく中期的にも買いかと思います。,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\162.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 mh2711 さんの売買予想。 目標株価： 500円 期間： 中期(数週間~数ヶ月) 理由： その他 ＧＳユアサの製品は最高です。,ジーエス・ユアサコーポレーション,2013/01/19,08:32,買い予想,mh2711さん,-40.67,322.0,+152.77,500,中期(数週間～数ヶ月),その他,ボーイング「787」は、世界最高のユニットを集めたがパッケージングに失敗している。（ボーイングは、ECAO、IATA の指針、規則条項から勉強し直す必要があります。）,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\163.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 金原ピム子 さんの売買予想。 目標株価： 409円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「割安」に賛成,ジーエス・ユアサコーポレーション,2013/01/19,04:26,買い予想,金原ピム子さん,369.14,322.0,+152.77,409,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),"【株価分析結果】2013/01/19 02:08
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「446円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。
",496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\164.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 ohｔyoch05 さんの売買予想。 目標株価： 346円 期間： 中期(数週間~数ヶ月) 理由： その他 Ｗ,ジーエス・ユアサコーポレーション,2013/01/18,22:58,買い予想,ohｔyoch05さん,282.58,322.0,+152.77,346,中期(数週間～数ヶ月),その他,,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\165.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 nagala-la-la さんの売買予想。 目標株価： 346円 期間： 中期(数週間~数ヶ月) 理由： その他 787はバッテリーが原因？,ジーエス・ユアサコーポレーション,2013/01/18,21:16,買い予想,nagala-la-laさん,155.42,322.0,+152.77,346,中期(数週間～数ヶ月),その他,違うでしょ！今回の787の故障の件で一躍注目されているが、いずれ原因がはっきりする。それまでは買い。その時点で急上昇あるいは緩やかな上昇をする。,496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\166.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 kuritann さんの売買予想。 目標株価： 446円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「割安」に賛成,ジーエス・ユアサコーポレーション,2013/01/18,15:21,買い予想,kuritannさん,362.13,322.0,+152.77,446,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),"【株価分析結果】2013/01/18 02:12
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「446円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。
",496.0,04月09日,16:13,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\167.html
